sk_local,uf,municipio,br,km,regional,delegacia,uop
2588,PR,QUATRO BARRAS,116,69.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
2589,PR,APUCARANA,376,2.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
2590,SP,REGISTRO,116,443.0,SPRF-SP,DEL05-SP,UOP01-DEL05-SP
2591,CE,EUSEBIO,116,18.0,SPRF-CE,DEL01-CE,UOP02-DEL01-CE
2592,SC,ICARA,101,0.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
2593,MS,MIRANDA,262,607.0,SPRF-MS,DEL03-MS,UOP02-DEL03-MS
2594,BA,TEOFILANDIA,116,330.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
2595,PA,CASTANHAL,316,64.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
2596,RJ,RIO BONITO,101,263.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
2597,PR,APUCARANA,376,241.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
2598,BA,AURELINO LEAL,101,449.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
2599,RS,ERECHIM,153,47.0,SPRF-RS,DEL08-RS,UOP04-DEL08-RS
2600,AP,PORTO GRANDE,210,88.0,SPRF-AP,DEL01-AP,UOP01-DEL01-AP
2601,GO,ACREUNA,60,306.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
2602,PA,ITAITUBA,230,1127.0,SPRF-PA,DEL05-PA,UOP02-DEL05-PA
2603,SP,MIRACATU,116,359.0,SPRF-SP,DEL04-SP,UOP03-DEL04-SP
2604,RO,PORTO VELHO,319,143.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
2605,GO,CATALAO,50,273.0,SPRF-GO,DEL06-GO,UOP01-DEL06-GO
2606,PE,ESCADA,101,131.0,SPRF-PE,DEL01-PE,UOP03-DEL01-PE
2607,RJ,SAO GONCALO,101,303.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
2608,MS,NOVA ANDRADINA,267,190.0,SPRF-MS,DEL02-MS,UOP03-DEL02-MS
2609,MG,UBERABA,50,160.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
2610,TO,PEIXE,242,355.0,SPRF-TO,DEL01-TO,UOP02-DEL01-TO
2611,SC,RIO DO SUL,470,0.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
2612,MT,JACIARA,364,307.0,SPRF-MT,DEL05-MT,UOP02-DEL05-MT
2613,RS,CACAPAVA DO SUL,392,0.0,SPRF-RS,DEL09-RS,UOP02-DEL09-RS
2614,PE,PETROLINA,407,0.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
2615,BA,PLANALTO,116,777.0,SPRF-BA,DEL08-BA,UOP02-DEL08-BA
2616,RJ,DUQUE DE CAXIAS,493,52.0,SPRF-RJ,DEL01-RJ,UOP03-DEL01-RJ
2617,PA,ALTAMIRA,163,144.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
2618,MG,MATIPO,262,0.0,SPRF-MG,DEL06-MG,UOP03-DEL06-MG
2619,PR,LAPA,476,0.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
2620,RJ,GUAPIMIRIM,493,17.0,SPRF-RJ,DEL04-RJ,UOP02-DEL04-RJ
2621,GO,ANAPOLIS,153,429.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
2622,PR,GUAIRACA,376,66.0,SPRF-PR,DEL09-PR,UOP02-DEL09-PR
2623,MT,VARZEA GRANDE,70,522.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
2624,RJ,CAMPOS DOS GOYTACAZES,101,47.0,SPRF-RJ,DEL08-RJ,UOP01-DEL08-RJ
2625,RJ,PIRAI,116,0.0,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ
2626,RJ,RIO DE JANEIRO,101,384.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
2627,PA,PACAJA,230,0.0,SPRF-PA,DEL04-PA,UOP01-DEL04-PA
2628,SC,SAO FRANCISCO DO SUL,280,19.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
2629,MG,FREI INOCENCIO,116,0.0,SPRF-MG,DEL11-MG,UOP01-DEL11-MG
2630,PI,CAPITAO DE CAMPOS,343,220.0,SPRF-PI,DEL01-PI,UOP03-DEL01-PI
2631,PA,SANTAREM,163,970.0,SPRF-PA,DEL05-PA,UOP01-DEL05-PA
2632,MT,VARZEA GRANDE,70,525.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
2633,RS,VERANOPOLIS,470,175.0,SPRF-RS,DEL06-RS,UOP02-DEL06-RS
2634,CE,EUSEBIO,116,19.0,SPRF-CE,DEL01-CE,UOP02-DEL01-CE
2635,RS,ELDORADO DO SUL,290,148.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
2636,RS,FAZENDA VILANOVA,386,372.0,SPRF-RS,DEL04-RS,UOP01-DEL04-RS
2637,SC,BALNEARIO CAMBORIU,101,136.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
2638,AC,SENADOR GUIOMARD,364,75.0,SPRF-AC,DEL01-AC,UOP01-DEL01-AC
2639,MG,GRAO MOGOL,251,372.0,SPRF-MG,DEL12-MG,UOP01-DEL12-MG
2640,SC,ARARANGUA,101,0.0,SPRF-SC,DEL02-SC,UOP02-DEL02-SC
2641,BA,TUCANO,410,11.0,SPRF-BA,DEL07-BA,UOP02-DEL07-BA
2642,PB,CACHOEIRA DOS INDIOS,116,0.0,SPRF-CE,DEL05-CE,UOP03-DEL05-CE
2643,PE,CAETES,424,64.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
2644,MG,MANHUACU,262,53.0,SPRF-MG,DEL06-MG,UOP03-DEL06-MG
2645,SC,FAXINAL DOS GUEDES,282,489.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
2646,PR,CORONEL VIVIDA,158,509.0,SPRF-PR,DEL02-PR,UOP01-DEL02-PR
2647,MT,AGUA BOA,158,565.0,SPRF-MT,DEL07-MT,UOP02-DEL07-MT
2648,MS,SONORA,163,802.0,SPRF-MS,DEL06-MS,UOP01-DEL06-MS
2649,SP,TAUBATE,116,113.0,SPRF-SP,DEL02-SP,UOP02-DEL02-SP
2650,MT,ITIQUIRA,163,5.0,SPRF-MT,DEL02-MT,UOP03-DEL02-MT
2651,AL,JEQUIA DA PRAIA,101,0.0,SPRF-AL,DEL02-AL,UOP01-DEL02-AL
2652,MT,ALTO ARAGUAIA,364,3.0,SPRF-MT,DEL02-MT,UOP02-DEL02-MT
2653,GO,ALEXANIA,60,29.0,SPRF-DF,DEL03-DF,UOP01-DEL03-DF
2654,PR,LONDRINA,369,149.0,SPRF-PR,DEL07-PR,UOP01-DEL07-PR
2655,SP,MAIRIPORA,381,54.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
2656,CE,SOBRAL,222,221.0,SPRF-CE,DEL04-CE,UOP01-DEL04-CE
2657,SP,ITAPECERICA DA SERRA,116,286.0,SPRF-SP,DEL04-SP,UOP01-DEL04-SP
2658,MT,CANARANA,158,512.0,SPRF-MT,DEL07-MT,UOP02-DEL07-MT
2659,GO,GOIANIA,153,0.0,SPRF-GO,DEL01-GO,UOP01-DEL01-GO
2660,RJ,SILVA JARDIM,101,238.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
2661,PA,NOVO PROGRESSO,163,57.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
2662,MG,PARAOPEBA,40,426.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
2663,CE,CHOROZINHO,116,69.0,SPRF-CE,DEL01-CE,UOP04-DEL01-CE
2664,GO,MORRINHOS,153,629.0,SPRF-GO,DEL03-GO,UOP01-DEL03-GO
2665,BA,FEIRA DE SANTANA,324,2.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
2666,GO,GOIANIA,153,498.0,SPRF-GO,DEL01-GO,UOP01-DEL01-GO
2667,BA,CRUZ DAS ALMAS,101,221.0,SPRF-BA,DEL11-BA,UOP01-DEL11-BA
2668,PR,PONTA GROSSA,376,507.0,SPRF-PR,DEL03-PR,UOP04-DEL03-PR
2669,RS,SANTO ANTONIO DA PATRULHA,290,0.0,SPRF-RS,DEL03-RS,UOP01-DEL03-RS
2670,RS,SOLEDADE,386,231.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
2671,MG,FRUTAL,364,40.0,SPRF-MG,DEL13-MG,UOP02-DEL13-MG
2672,MG,ORIZANIA,116,0.0,SPRF-MG,DEL07-MG,UOP02-DEL07-MG
2673,MT,NOVA UBIRATA,163,657.0,SPRF-MT,DEL06-MT,UOP01-DEL06-MT
2674,SC,POUSO REDONDO,470,195.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
2675,SC,APIUNA,470,104.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
2676,MT,NOVA MUTUM,163,574.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
2677,PR,PALMEIRA,376,541.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
2678,GO,MINEIROS,364,310.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
2679,PR,LAPA,476,0.0,SPRF-PR,DEL02-PR,UOP03-DEL02-PR
2680,CE,FORTALEZA,116,0.0,SPRF-CE,DEL01-CE,UOP02-DEL01-CE
2681,TO,FORTALEZA DO TABOCAO,235,190.0,SPRF-TO,DEL02-TO,UOP02-DEL02-TO
2682,MS,RIBAS DO RIO PARDO,262,160.0,SPRF-MS,DEL07-MS,UOP02-DEL07-MS
2683,GO,ALVORADA DO NORTE,20,140.0,SPRF-DF,DEL02-DF,UOP03-DEL02-DF
2684,ES,CARIACICA,101,290.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2685,SC,BALNEARIO CAMBORIU,101,139.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
2686,MA,SAO LUIS,135,2.0,SPRF-MA,DEL01-MA,UOP01-DEL01-MA
2687,PA,TRAIRAO,163,631.0,SPRF-PA,DEL05-PA,UOP03-DEL05-PA
2688,MG,CAMBUI,381,0.0,SPRF-MG,DEL16-MG,UOP03-DEL16-MG
2689,RN,JOAO CAMARA,406,0.0,SPRF-RN,DEL02-RN,UOP01-DEL02-RN
2690,PA,CASTANHAL,316,68.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
2691,PE,CARUARU,104,38.0,SPRF-PE,DEL02-PE,UOP01-DEL02-PE
2692,PR,GUARAPUAVA,277,335.0,SPRF-PR,DEL08-PR,UOP01-DEL08-PR
2693,MG,CONGONHAS,40,615.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
2694,BA,CANDIDO SALES,116,893.0,SPRF-BA,DEL08-BA,UOP03-DEL08-BA
2695,RJ,ITABORAI,101,288.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
2696,SE,MALHADA DOS BOIS,101,0.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
2697,MA,TIMON,226,2.0,SPRF-MA,DEL03-MA,UOP02-DEL03-MA
2698,RJ,ANGRA DOS REIS,101,482.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
2699,MG,UBERLANDIA,365,611.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
2700,MG,PARAOPEBA,40,0.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
2701,MG,ESTIVA,381,881.0,SPRF-MG,DEL16-MG,UOP01-DEL16-MG
2702,PR,CAMPO LARGO,277,139.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
2703,MT,ROSARIO OESTE,364,506.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
2704,ES,ANCHIETA,101,363.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2705,GO,MARA ROSA,153,133.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
2706,GO,RIALMA,153,296.0,SPRF-GO,DEL02-GO,UOP02-DEL02-GO
2707,RJ,TERESOPOLIS,116,97.0,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ
2708,SC,IRANI,153,56.0,SPRF-SC,DEL07-SC,UOP07-DEL07-SC
2709,SC,PINHALZINHO,282,586.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
2710,SC,CATANDUVAS,282,412.0,SPRF-SC,DEL07-SC,UOP05-DEL07-SC
2711,PR,QUATRO BARRAS,116,3.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
2712,SC,TRES BARRAS,280,0.0,SPRF-SC,DEL06-SC,UOP04-DEL06-SC
2713,MG,TEOFILO OTONI,116,255.0,SPRF-MG,DEL11-MG,UOP01-DEL11-MG
2714,PA,ALTAMIRA,163,138.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
2715,RS,ACEGUA,153,0.0,SPRF-RS,DEL11-RS,UOP03-DEL11-RS
2716,BA,ITABUNA,101,502.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
2717,MG,SALINAS,251,316.0,SPRF-MG,DEL12-MG,UOP02-DEL12-MG
2718,MG,TRES MARIAS,40,290.0,SPRF-MG,DEL14-MG,UOP02-DEL14-MG
2719,TO,NOVA ROSALANDIA,153,0.0,SPRF-TO,DEL01-TO,UOP01-DEL01-TO
2720,RO,PORTO VELHO,364,1020.0,SPRF-RO,DEL01-RO,UOP03-DEL01-RO
2721,RO,PORTO VELHO,364,695.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
2722,PE,CAETES,424,0.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
2723,GO,RIO VERDE,60,393.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
2724,MS,SAO GABRIEL DO OESTE,163,639.0,SPRF-MS,DEL06-MS,UOP02-DEL06-MS
2725,GO,JATAI,364,0.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
2726,PR,LAPA,476,220.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
2727,SP,BARRA DO TURVO,116,564.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
2728,MA,TASSO FRAGOSO,330,0.0,SPRF-MA,DEL05-MA,UOP01-DEL05-MA
2729,MT,PONTES E LACERDA,174,290.0,SPRF-MT,DEL04-MT,UOP01-DEL04-MT
2730,GO,LUZIANIA,40,16.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
2731,RS,SEBERI,386,0.0,SPRF-RS,DEL08-RS,UOP02-DEL08-RS
2732,MG,CAMANDUCAIA,381,924.0,SPRF-MG,DEL16-MG,UOP03-DEL16-MG
2733,MG,EXTREMA,381,940.0,SPRF-MG,DEL16-MG,UOP03-DEL16-MG
2734,PR,CAMPO LARGO,277,115.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
2735,SC,ERVAL VELHO,282,0.0,SPRF-SC,DEL07-SC,UOP05-DEL07-SC
2736,MG,GOVERNADOR VALADARES,116,407.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
2737,BA,SIMOES FILHO,324,607.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
2738,PE,PESQUEIRA,232,236.0,SPRF-PE,DEL04-PE,UOP02-DEL04-PE
2739,GO,PIRACANJUBA,153,554.0,SPRF-GO,DEL03-GO,UOP01-DEL03-GO
2740,PR,SAO JOSE DOS PINHAIS,277,70.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
2741,SC,ARAQUARI,280,25.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
2742,BA,MUCURI,101,948.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
2743,SC,XANXERE,282,515.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
2744,PR,GUARATUBA,376,666.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
2745,MT,FIGUEIROPOLIS DOESTE,174,209.0,SPRF-MT,DEL04-MT,UOP01-DEL04-MT
2746,PI,TERESINA,316,0.0,SPRF-PI,DEL01-PI,UOP02-DEL01-PI
2747,PE,JUCATI,423,76.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
2748,PE,PESQUEIRA,232,204.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
2749,GO,RIALMA,153,306.0,SPRF-GO,DEL02-GO,UOP02-DEL02-GO
2750,RS,PEDRO OSORIO,116,563.0,SPRF-RS,DEL07-RS,UOP03-DEL07-RS
2751,MS,RIBAS DO RIO PARDO,262,164.0,SPRF-MS,DEL07-MS,UOP02-DEL07-MS
2752,MA,CAXIAS,316,0.0,SPRF-MA,DEL03-MA,UOP02-DEL03-MA
2753,PA,VITORIA DO XINGU,230,583.0,SPRF-PA,DEL04-PA,UOP01-DEL04-PA
2754,PR,MAUA DA SERRA,376,305.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
2755,GO,JATAI,158,205.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
2756,MT,LUCAS DO RIO VERDE,163,649.0,SPRF-MT,DEL06-MT,UOP01-DEL06-MT
2757,SP,JOSE BONIFACIO,153,0.0,SPRF-SP,DEL09-SP,UOP01-DEL09-SP
2758,PR,CAMBARA,369,14.0,SPRF-PR,DEL07-PR,UOP05-DEL07-PR
2759,GO,GOIANIA,153,504.0,SPRF-GO,DEL01-GO,UOP01-DEL01-GO
2760,PA,TRAIRAO,163,563.0,SPRF-PA,DEL05-PA,UOP03-DEL05-PA
2761,MG,PATOS DE MINAS,365,382.0,SPRF-MG,DEL10-MG,UOP01-DEL10-MG
2762,PA,ALTAMIRA,163,102.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
2763,MT,PONTES E LACERDA,174,5.0,SPRF-MT,DEL04-MT,UOP01-DEL04-MT
2764,TO,ARAGUAINA,153,157.0,SPRF-TO,DEL02-TO,UOP01-DEL02-TO
2765,MT,GUARANTA DO NORTE,163,1058.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
2766,PR,LINDOESTE,163,176.0,SPRF-PR,DEL05-PR,UOP05-DEL05-PR
2767,MT,CUIABA,70,496.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
2768,RS,BARRA DO RIBEIRO,116,331.0,SPRF-RS,DEL02-RS,UOP02-DEL02-RS
2769,BA,BARREIRAS,242,892.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
2770,BA,CANUDOS,116,195.0,SPRF-BA,DEL07-BA,UOP03-DEL07-BA
2771,SC,IRACEMINHA,282,0.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
2772,GO,ABADIANIA,414,0.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
2773,PR,VENTANIA,153,0.0,SPRF-PR,DEL07-PR,UOP04-DEL07-PR
2774,MG,UBERLANDIA,50,86.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
2775,PR,IBAITI,153,123.0,SPRF-PR,DEL07-PR,UOP04-DEL07-PR
2776,MT,TERRA NOVA DO NORTE,163,995.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
2777,SP,JACAREI,116,173.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
2778,BA,SAO SEBASTIAO DO PASSE,324,572.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
2779,MS,NOVA ALVORADA DO SUL,267,205.0,SPRF-MS,DEL02-MS,UOP03-DEL02-MS
2780,SC,SAO JOSE DO CEDRO,163,0.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
2781,SC,PONTE SERRADA,282,446.0,SPRF-SC,DEL07-SC,UOP04-DEL07-SC
2782,AM,HUMAITA,319,733.0,SPRF-AM,DEL02-AM,UOP01-DEL02-AM
2783,MS,AQUIDAUANA,262,0.0,SPRF-MS,DEL03-MS,UOP02-DEL03-MS
2784,MG,EXTREMA,381,946.0,SPRF-MG,DEL16-MG,UOP03-DEL16-MG
2785,BA,SANTO ANTONIO DE JESUS,101,263.0,SPRF-BA,DEL11-BA,UOP01-DEL11-BA
2786,RJ,PIRAI,116,257.0,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ
2787,BA,ITABUNA,415,47.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
2788,RJ,RIO DE JANEIRO,101,331.0,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ
2789,PB,JOAO PESSOA,101,93.0,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
2790,BA,JEQUIE,116,680.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
2791,SP,SANTA ISABEL,116,189.0,SPRF-SP,DEL01-SP,UOP01-DEL01-SP
2792,PE,SALGUEIRO,116,34.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
2793,PA,BOM JESUS DO TOCANTINS,222,212.0,SPRF-PA,DEL03-PA,UOP01-DEL03-PA
2794,BA,RIO REAL,101,5.0,SPRF-SE,DEL02-SE,UOP03-DEL02-SE
2795,PR,SAO JOSE DOS PINHAIS,116,108.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
2796,TO,ALVORADA,153,768.0,SPRF-TO,DEL01-TO,UOP02-DEL01-TO
2797,RS,IRAI,386,0.0,SPRF-RS,DEL08-RS,UOP02-DEL08-RS
2798,RO,VILHENA,364,0.0,SPRF-RO,DEL04-RO,UOP01-DEL04-RO
2799,MG,UBERABA,262,822.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
2800,PR,CURITIBA,476,143.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
2801,MG,MIRADOURO,116,0.0,SPRF-MG,DEL07-MG,UOP02-DEL07-MG
2802,SC,CURITIBANOS,470,242.0,SPRF-SC,DEL05-SC,UOP03-DEL05-SC
2803,PR,PALMEIRA,376,537.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
2804,GO,SANTO ANTONIO DO DESCOBERTO,60,4.0,SPRF-DF,DEL03-DF,UOP01-DEL03-DF
2805,RJ,TRES RIOS,393,155.0,SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ
2806,BA,ITAGIMIRIM,101,677.0,SPRF-BA,DEL09-BA,UOP03-DEL09-BA
2807,PR,GUAIRA,163,332.0,SPRF-PR,DEL06-PR,UOP01-DEL06-PR
2808,MG,IGARATINGA,262,0.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
2809,MG,MONTE ALEGRE DE MINAS,153,57.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
2810,MG,OLIVEIRA,381,0.0,SPRF-MG,DEL04-MG,UOP01-DEL04-MG
2811,RJ,NITEROI,101,325.0,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ
2812,TO,PRESIDENTE KENNEDY,153,303.0,SPRF-TO,DEL02-TO,UOP02-DEL02-TO
2813,RJ,PARACAMBI,116,225.0,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ
2814,BA,VITORIA DA CONQUISTA,116,830.0,SPRF-BA,DEL08-BA,UOP01-DEL08-BA
2815,SE,MARUIM,101,70.0,SPRF-SE,DEL01-SE,UOP01-DEL01-SE
2816,BA,SIMOES FILHO,324,610.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
2817,BA,MUQUEM DE SAO FRANCISCO,242,621.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
2818,PE,SALGUEIRO,116,0.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
2819,TO,CACHOEIRINHA,230,0.0,SPRF-TO,DEL02-TO,UOP03-DEL02-TO
2820,PR,CONTENDA,476,0.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
2821,SC,PENHA,101,105.0,SPRF-SC,DEL03-SC,UOP02-DEL03-SC
2822,SP,CAMPOS NOVOS PAULISTA,153,293.0,SPRF-SP,DEL07-SP,UOP02-DEL07-SP
2823,PA,TRAIRAO,163,617.0,SPRF-PA,DEL05-PA,UOP03-DEL05-PA
2824,BA,AMELIA RODRIGUES,324,568.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
2825,PA,TRACUATEUA,308,187.0,SPRF-PA,DEL01-PA,UOP03-DEL01-PA
2826,MG,FRUTA DE LEITE,251,345.0,SPRF-MG,DEL12-MG,UOP02-DEL12-MG
2827,RJ,CASIMIRO DE ABREU,101,190.0,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ
2828,MA,BARRA DO CORDA,226,298.0,SPRF-MA,DEL06-MA,UOP01-DEL06-MA
2829,SP,MIRACATU,116,405.0,SPRF-SP,DEL04-SP,UOP02-DEL04-SP
2830,PI,ALVORADA DO GURGUEIA,135,268.0,SPRF-PI,DEL03-PI,UOP02-DEL03-PI
2831,RJ,DUQUE DE CAXIAS,116,143.0,SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ
2832,PR,FOZ DO IGUACU,277,731.0,SPRF-PR,DEL05-PR,UOP03-DEL05-PR
2833,BA,VITORIA DA CONQUISTA,116,16.0,SPRF-BA,DEL08-BA,UOP01-DEL08-BA
2834,PR,PONTA GROSSA,376,485.0,SPRF-PR,DEL03-PR,UOP04-DEL03-PR
2835,RJ,SAPUCAIA,393,114.0,SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ
2836,MT,LUCAS DO RIO VERDE,163,0.0,SPRF-MT,DEL06-MT,UOP01-DEL06-MT
2837,MG,BOM DESPACHO,262,469.0,SPRF-MG,DEL08-MG,UOP03-DEL08-MG
2838,MA,CAROLINA,10,41.0,SPRF-MA,DEL04-MA,UOP02-DEL04-MA
2839,RJ,DUQUE DE CAXIAS,40,111.0,SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ
2840,MA,PORTO FRANCO,10,159.0,SPRF-MA,DEL04-MA,UOP02-DEL04-MA
2841,BA,FEIRA DE SANTANA,324,519.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
2842,SC,LAGES,282,221.0,SPRF-SC,DEL05-SC,UOP01-DEL05-SC
2843,MG,CAMANDUCAIA,381,921.0,SPRF-MG,DEL16-MG,UOP03-DEL16-MG
2844,SP,REGISTRO,116,442.0,SPRF-SP,DEL05-SP,UOP01-DEL05-SP
2845,BA,POCOES,116,738.0,SPRF-BA,DEL08-BA,UOP02-DEL08-BA
2846,RS,ROSARIO DO SUL,290,482.0,SPRF-RS,DEL11-RS,UOP02-DEL11-RS
2847,MG,FRUTA DE LEITE,251,333.0,SPRF-MG,DEL12-MG,UOP02-DEL12-MG
2848,MS,RIO VERDE DE MATO GROSSO,163,684.0,SPRF-MS,DEL06-MS,UOP01-DEL06-MS
2849,PR,GUARATUBA,376,673.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
2850,MG,SAO DOMINGOS DO PRATA,262,153.0,SPRF-MG,DEL03-MG,UOP03-DEL03-MG
2851,MG,CARMO DA CACHOEIRA,381,0.0,SPRF-MG,DEL04-MG,UOP02-DEL04-MG
2852,CE,TIANGUA,222,302.0,SPRF-CE,DEL04-CE,UOP02-DEL04-CE
2853,PR,FAZENDA RIO GRANDE,116,125.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
2854,RO,JI-PARANA,364,337.0,SPRF-RO,DEL02-RO,UOP01-DEL02-RO
2855,MG,RIBEIRAO DAS NEVES,40,511.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
2856,RS,SOLEDADE,386,249.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
2857,SP,SAO JOSE DOS CAMPOS,116,138.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
2858,BA,FEIRA DE SANTANA,116,422.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
2859,RS,URUGUAIANA,290,721.0,SPRF-RS,DEL13-RS,UOP01-DEL13-RS
2860,TO,ALVORADA,153,0.0,SPRF-TO,DEL01-TO,UOP02-DEL01-TO
