sk,id_natural,regional,dt_inicio,dt_fim,flag_atual
463,JATAI,SPRF-GO,2026-01-01,,True
464,PARNAMIRIM,SPRF-PE,2026-01-01,,True
465,PATROCINIO,SPRF-MG,2026-01-01,,True
466,CONCORDIA,SPRF-SC,2026-01-01,,True
467,SANTA MARIA DO PARA,SPRF-PA,2026-01-01,,True
468,XAMBIOA,SPRF-TO,2026-01-01,,True
469,SIMOLANDIA,SPRF-DF,2026-01-01,,True
470,PINDARE-MIRIM,SPRF-MA,2026-01-01,,True
471,IRAJUBA,SPRF-BA,2026-01-01,,True
472,LAJEDINHO,SPRF-BA,2026-01-01,,True
473,PORTO VITORIA,SPRF-PR,2026-01-01,,True
474,SAO MIGUEL DO OESTE,SPRF-SC,2026-01-01,,True
475,UBAITABA,SPRF-BA,2026-01-01,,True
476,JANGADA,SPRF-MT,2026-01-01,,True
477,GUARAMIRIM,SPRF-SC,2026-01-01,,True
478,ELDORADO DO CARAJAS,SPRF-PA,2026-01-01,,True
479,VIANA,SPRF-ES,2026-01-01,,True
480,ALIANCA DO TOCANTINS,SPRF-TO,2026-01-01,,True
481,VARGEM BONITA,SPRF-SC,2026-01-01,,True
482,SANTA TERESINHA,SPRF-BA,2026-01-01,2026-06-26,False
483,FORTALEZA DO TABOCAO,SPRF-TO,2026-01-01,,True
484,TERRA ROXA,SPRF-PR,2026-01-01,,True
485,MONTE ALEGRE DE MINAS,SPRF-MG,2026-01-01,,True
486,CORUMBA,SPRF-MS,2026-01-01,,True
487,CAXIAS,SPRF-MA,2026-01-01,,True
488,SAO FRANCISCO DO SUL,SPRF-SC,2026-01-01,,True
489,JACAREI,SPRF-SP,2026-01-01,,True
490,GARUVA,SPRF-SC,2026-01-01,,True
491,VARJAO DE MINAS,SPRF-MG,2026-01-01,,True
492,GRAVATA,SPRF-PE,2026-01-01,,True
493,GOVERNADOR MANGABEIRA,SPRF-BA,2026-01-01,,True
494,NOVA TIMBOTEUA,SPRF-PA,2026-01-01,,True
495,MANDIRITUBA,SPRF-PR,2026-01-01,,True
496,AGUAS MORNAS,SPRF-SC,2026-01-01,,True
497,CAPANEMA,SPRF-PA,2026-01-01,2026-06-26,False
498,TEOFILANDIA,SPRF-BA,2026-01-01,,True
499,PERDOES,SPRF-MG,2026-01-01,,True
500,SAO SEPE,SPRF-RS,2026-01-01,,True
501,CRISTIANO OTONI,SPRF-MG,2026-01-01,,True
502,FUNDAO,SPRF-ES,2026-01-01,,True
503,COCALZINHO DE GOIAS,SPRF-DF,2026-01-01,2026-06-26,False
504,JUTI,SPRF-MS,2026-01-01,,True
505,ARACAJU,SPRF-SE,2026-01-01,,True
506,PEDRO LEOPOLDO,SPRF-MG,2026-01-01,,True
507,JI-PARANA,SPRF-RO,2026-01-01,,True
508,EPITACIOLANDIA,SPRF-AC,2026-01-01,,True
509,GRAVATAI,SPRF-RS,2026-01-01,,True
510,SAO CRISTOVAO,SPRF-SE,2026-01-01,,True
511,TRES RIOS,SPRF-RJ,2026-01-01,,True
512,ICO,SPRF-CE,2026-01-01,,True
513,MORENO,SPRF-PE,2026-01-01,,True
514,LONDRINA,SPRF-PR,2026-01-01,,True
515,TAUBATE,SPRF-SP,2026-01-01,,True
516,BALNEARIO PICARRAS,SPRF-SC,2026-01-01,,True
517,CAMPO ALEGRE DE GOIAS,SPRF-GO,2026-01-01,,True
518,POMBOS,SPRF-PE,2026-01-01,,True
519,SAO MIGUEL DO IGUACU,SPRF-PR,2026-01-01,,True
520,GOIANINHA,SPRF-RN,2026-01-01,,True
521,SANTA IZABEL DO PARA,SPRF-PA,2026-01-01,,True
522,RIO VERDE,SPRF-DF,2026-01-01,,True
523,TERENOS,SPRF-MS,2026-01-01,,True
524,PONTE SERRADA,SPRF-SC,2026-01-01,,True
525,VITORIA DA CONQUISTA,SPRF-BA,2026-01-01,2026-06-26,False
526,JEQUITAI,SPRF-MG,2026-01-01,,True
527,CAMBORIU,SPRF-SC,2026-01-01,,True
528,CORNELIO PROCOPIO,SPRF-PR,2026-01-01,,True
529,TAPES,SPRF-RS,2026-01-01,,True
530,CAMPO BONITO,SPRF-PR,2026-01-01,,True
531,SANTA LUZIA,SPRF-MA,2026-01-01,2026-06-26,False
532,SANTANA DA BOA VISTA,SPRF-RS,2026-01-01,,True
533,RIO DE JANEIRO,SPRF-RJ,2026-01-01,2026-06-26,False
534,MARIALVA,SPRF-PR,2026-01-01,,True
535,SARANDI,SPRF-PR,2026-01-01,,True
536,BOM JESUS DE GOIAS,SPRF-GO,2026-01-01,,True
537,COMENDADOR GOMES,SPRF-MG,2026-01-01,,True
538,RIACHAO,SPRF-MA,2026-01-01,,True
539,IGARAPE,SPRF-MG,2026-01-01,,True
540,RAFAEL JAMBEIRO,SPRF-BA,2026-01-01,,True
541,UNIAO DA VITORIA,SPRF-PR,2026-01-01,,True
542,ACAUA,SPRF-PI,2026-01-01,,True
543,NOVA SANTA RITA,SPRF-RS,2026-01-01,,True
544,ITAPE,SPRF-BA,2026-01-01,,True
545,HORIZONTE,SPRF-CE,2026-01-01,,True
546,SALINAS,SPRF-MG,2026-01-01,,True
547,PONTES E LACERDA,SPRF-MT,2026-01-01,,True
548,POUSO REDONDO,SPRF-SC,2026-01-01,,True
549,MIRANORTE,SPRF-TO,2026-01-01,,True
550,MIRADOURO,SPRF-MG,2026-01-01,,True
551,SONORA,SPRF-MS,2026-01-01,,True
552,ALTO ALEGRE DO MARANHAO,SPRF-MA,2026-01-01,,True
553,RIO GRANDE,SPRF-RS,2026-01-01,,True
554,AGUAS LINDAS DE GOIAS,SPRF-DF,2026-01-01,,True
555,ITAPEMIRIM,SPRF-ES,2026-01-01,,True
556,PROFESSOR JAMIL,SPRF-GO,2026-01-01,,True
557,ACREUNA,SPRF-GO,2026-01-01,,True
558,MARILIA,SPRF-SP,2026-01-01,,True
559,ALMIRANTE TAMANDARE DO SUL,SPRF-RS,2026-01-01,,True
560,IGARAPE DO MEIO,SPRF-MA,2026-01-01,,True
561,ESTANCIA,SPRF-SE,2026-01-01,,True
562,JOAQUIM GOMES,SPRF-AL,2026-01-01,,True
563,PONTA PORA,SPRF-MS,2026-01-01,,True
564,PARA DE MINAS,SPRF-MG,2026-01-01,,True
565,IPIXUNA DO PARA,SPRF-PA,2026-01-01,,True
566,GUAIBA,SPRF-RS,2026-01-01,,True
567,NIQUELANDIA,SPRF-GO,2026-01-01,,True
568,NOVA SERRANA,SPRF-MG,2026-01-01,,True
569,FREDERICO WESTPHALEN,SPRF-RS,2026-01-01,,True
570,UBAPORANGA,SPRF-MG,2026-01-01,,True
571,CAPAO ALTO,SPRF-SC,2026-01-01,,True
572,JABOATAO DOS GUARARAPES,SPRF-PE,2026-01-01,,True
573,GOVERNADOR CELSO RAMOS,SPRF-SC,2026-01-01,,True
574,ALEGRETE,SPRF-RS,2026-01-01,,True
575,GAROPABA,SPRF-SC,2026-01-01,,True
576,SANTO ANTONIO DAS MISSOES,SPRF-RS,2026-01-01,,True
577,EUCLIDES DA CUNHA,SPRF-BA,2026-01-01,,True
578,NITEROI,SPRF-RJ,2026-01-01,,True
579,ITAGUAI,SPRF-RJ,2026-01-01,,True
580,CAXIAS DO SUL,SPRF-RS,2026-01-01,,True
581,CUMARI,SPRF-GO,2026-01-01,,True
582,PIQUETE,SPRF-SP,2026-01-01,,True
583,TRES MARIAS,SPRF-MG,2026-01-01,,True
584,SANTA BARBARA DO LESTE,SPRF-MG,2026-01-01,,True
585,CONQUISTA DOESTE,SPRF-MT,2026-01-01,,True
586,SORRISO,SPRF-MT,2026-01-01,,True
587,BRASIL NOVO,SPRF-PA,2026-01-01,,True
588,PRADO,SPRF-BA,2026-01-01,,True
589,TRIUNFO,SPRF-RS,2026-01-01,,True
590,SERTANOPOLIS,SPRF-PR,2026-01-01,,True
591,SANTA VITORIA,SPRF-MG,2026-01-01,,True
592,SAO FRANCISCO DO GLORIA,SPRF-MG,2026-01-01,,True
593,TOLEDO,SPRF-PR,2026-01-01,,True
594,ITATIAIUCU,SPRF-MG,2026-01-01,,True
595,PORTO VELHO,SPRF-RO,2026-01-01,,True
596,GENERAL CARNEIRO,SPRF-PR,2026-01-01,,True
597,DOM AQUINO,SPRF-MT,2026-01-01,,True
598,RIALMA,SPRF-GO,2026-01-01,,True
599,ITABERABA,SPRF-BA,2026-01-01,,True
600,CONTAGEM,SPRF-MG,2026-01-01,,True
601,SANTA RITA,SPRF-MA,2026-01-01,2026-06-26,False
602,SERTANIA,SPRF-PE,2026-01-01,,True
603,ITAUBA,SPRF-MT,2026-01-01,,True
604,ITUIUTABA,SPRF-MG,2026-01-01,,True
605,ESCADA,SPRF-PE,2026-01-01,,True
606,SAO JOAO DA BARRA,SPRF-RJ,2026-01-01,,True
607,GUIMARANIA,SPRF-MG,2026-01-01,,True
608,BOM JARDIM,SPRF-MA,2026-01-01,,True
609,NOBRES,SPRF-MT,2026-01-01,,True
610,ITAITUBA,SPRF-PA,2026-01-01,,True
611,CANDEIAS,SPRF-BA,2026-01-01,,True
612,CRISTINO CASTRO,SPRF-PI,2026-01-01,,True
613,SAPUCAIA DO SUL,SPRF-RS,2026-01-01,,True
614,LAGES,SPRF-SC,2026-01-01,,True
615,CONCEICAO DO JACUIPE,SPRF-BA,2026-01-01,,True
616,MEDINA,SPRF-MG,2026-01-01,,True
617,ITAMONTE,SPRF-MG,2026-01-01,,True
618,SAO LUIS,SPRF-MA,2026-01-01,,True
619,RIACHUELO,SPRF-RN,2026-01-01,,True
620,CAREACU,SPRF-MG,2026-01-01,,True
621,VILA PROPICIO,SPRF-GO,2026-01-01,,True
622,SAO VICENTE DO SUL,SPRF-RS,2026-01-01,,True
623,SANTA MARIANA,SPRF-PR,2026-01-01,,True
624,CANOAS,SPRF-RS,2026-01-01,,True
625,AGRESTINA,SPRF-PE,2026-01-01,,True
626,SAO CAITANO,SPRF-PE,2026-01-01,,True
627,FELIXLANDIA,SPRF-MG,2026-01-01,,True
628,ARUJA,SPRF-SP,2026-01-01,,True
629,CANDOI,SPRF-PR,2026-01-01,,True
630,PARAISO DO TOCANTINS,SPRF-TO,2026-01-01,,True
631,CAMPESTRE DA SERRA,SPRF-RS,2026-01-01,,True
632,SANTO ANTONIO DA PLATINA,SPRF-PR,2026-01-01,,True
633,UMBAUBA,SPRF-SE,2026-01-01,,True
634,RIO MARIA,SPRF-PA,2026-01-01,,True
635,CANARANA,SPRF-MT,2026-01-01,,True
636,BARRA VELHA,SPRF-SC,2026-01-01,,True
637,ITABUNA,SPRF-BA,2026-01-01,,True
638,FRUTA DE LEITE,SPRF-MG,2026-01-01,,True
639,PRESIDENTE MEDICI,SPRF-RO,2026-01-01,,True
640,SANTA RITA DE MINAS,SPRF-MG,2026-01-01,,True
641,SAO LOURENCO DA SERRA,SPRF-SP,2026-01-01,,True
642,OLIVEIRA DOS BREJINHOS,SPRF-BA,2026-01-01,,True
643,PERDIZES,SPRF-MG,2026-01-01,,True
644,EXTREMA,SPRF-MG,2026-01-01,,True
645,SAO PEDRO DA CIPA,SPRF-MT,2026-01-01,,True
646,MIMOSO DO SUL,SPRF-ES,2026-01-01,,True
647,QUATRO BARRAS,SPRF-PR,2026-01-01,,True
648,HIDROLANDIA,SPRF-GO,2026-01-01,,True
649,CONCEICAO DA BARRA,SPRF-ES,2026-01-01,,True
650,SAO GONCALO DO SAPUCAI,SPRF-MG,2026-01-01,,True
651,ENTRE-IJUIS,SPRF-RS,2026-01-01,,True
652,VILA NOVA DO SUL,SPRF-RS,2026-01-01,,True
653,ITAQUIRAI,SPRF-MS,2026-01-01,,True
654,SEABRA,SPRF-BA,2026-01-01,,True
655,COLOMBO,SPRF-PR,2026-01-01,,True
656,CHAPECO,SPRF-SC,2026-01-01,,True
657,CANOINHAS,SPRF-SC,2026-01-01,,True
658,VITORIA DO XINGU,SPRF-PA,2026-01-01,,True
659,MONTES CLAROS,SPRF-MG,2026-01-01,,True
660,PICOS,SPRF-PI,2026-01-01,,True
661,LIMOEIRO DO NORTE,SPRF-CE,2026-01-01,,True
662,ITAPIRAPUA,SPRF-GO,2026-01-01,,True
663,JUIZ DE FORA,SPRF-MG,2026-01-01,,True
664,CONGONHAS,SPRF-MG,2026-01-01,,True
665,PRESIDENTE FIGUEIREDO,SPRF-AM,2026-01-01,,True
666,CAMPANHA,SPRF-MG,2026-01-01,,True
667,CAIAPONIA,SPRF-GO,2026-01-01,,True
668,ESTANCIA VELHA,SPRF-RS,2026-01-01,,True
669,LUZIANIA,SPRF-DF,2026-01-01,,True
670,LAGOA GRANDE,SPRF-MG,2026-01-01,2026-06-26,False
671,ESTRELA,SPRF-RS,2026-01-01,,True
672,CANTAGALO,SPRF-PR,2026-01-01,,True
673,BEBERIBE,SPRF-CE,2026-01-01,,True
674,LINDOESTE,SPRF-PR,2026-01-01,,True
675,ENGENHEIRO CALDAS,SPRF-MG,2026-01-01,,True
676,SAO SEBASTIAO DO PASSE,SPRF-BA,2026-01-01,,True
677,CACHOEIRO DE ITAPEMIRIM,SPRF-ES,2026-01-01,,True
678,MADALENA,SPRF-CE,2026-01-01,,True
679,PALMARES,SPRF-PE,2026-01-01,,True
680,AGUA PRETA,SPRF-PE,2026-01-01,,True
681,SANTA TEREZA DE GOIAS,SPRF-GO,2026-01-01,,True
682,AREAL,SPRF-RJ,2026-01-01,,True
683,TERESOPOLIS,SPRF-RJ,2026-01-01,,True
684,SAIRE,SPRF-PE,2026-01-01,,True
685,ITINGA DO MARANHAO,SPRF-MA,2026-01-01,,True
686,JAGUARE,SPRF-ES,2026-01-01,,True
687,MARACAJU,SPRF-MS,2026-01-01,,True
688,WANDERLANDIA,SPRF-TO,2026-01-01,,True
689,VEREDA,SPRF-BA,2026-01-01,,True
690,FREI INOCENCIO,SPRF-MG,2026-01-01,,True
691,IUNA,SPRF-ES,2026-01-01,,True
692,CARIRI DO TOCANTINS,SPRF-TO,2026-01-01,,True
693,CONCEICAO DO ALMEIDA,SPRF-BA,2026-01-01,,True
694,OEIRAS,SPRF-PI,2026-01-01,,True
695,RUBELITA,SPRF-MG,2026-01-01,,True
696,COCALZINHO DE GOIAS,SPRF-GO,2026-01-01,,True
697,CARAZINHO,SPRF-RS,2026-01-01,,True
698,LUIS EDUARDO MAGALHAES,SPRF-BA,2026-01-01,,True
699,MAIRIPORA,SPRF-SP,2026-01-01,,True
700,ROSARIO DO SUL,SPRF-RS,2026-01-01,,True
701,TANQUINHO,SPRF-BA,2026-01-01,,True
702,ARAPONGAS,SPRF-PR,2026-01-01,,True
703,FAXINAL DOS GUEDES,SPRF-SC,2026-01-01,,True
704,GOVERNADOR NEWTON BELLO,SPRF-MA,2026-01-01,,True
705,SAO JOSE DO RIO PRETO,SPRF-SP,2026-01-01,,True
706,CORBELIA,SPRF-PR,2026-01-01,,True
707,XEXEU,SPRF-PE,2026-01-01,,True
708,PORTO AMAZONAS,SPRF-PR,2026-01-01,,True
709,BELA VISTA DE MINAS,SPRF-MG,2026-01-01,,True
710,SAO MATEUS DO SUL,SPRF-PR,2026-01-01,,True
711,CASTANHAL,SPRF-PA,2026-01-01,,True
712,SAO PAULO,SPRF-SP,2026-01-01,2026-06-26,False
713,MARTINS SOARES,SPRF-MG,2026-01-01,,True
714,PORTO REAL DO COLEGIO,SPRF-AL,2026-01-01,,True
715,SANTANA DO PARAISO,SPRF-MG,2026-01-01,,True
716,SENADOR JOSE BENTO,SPRF-MG,2026-01-01,,True
717,ITAIOPOLIS,SPRF-SC,2026-01-01,,True
718,SAO FRANCISCO DO PARA,SPRF-PA,2026-01-01,,True
719,APODI,SPRF-RN,2026-01-01,,True
720,SAO GONCALO DO PARA,SPRF-MG,2026-01-01,,True
721,PALMAS,SPRF-TO,2026-01-01,,True
722,ANTONINA,SPRF-PR,2026-01-01,,True
723,CARANDAI,SPRF-MG,2026-01-01,,True
724,TRINDADE,SPRF-PE,2026-01-01,2026-06-26,False
725,CATUJI,SPRF-MG,2026-01-01,,True
726,DIVINO,SPRF-MG,2026-01-01,,True
727,QUELUZ,SPRF-SP,2026-01-01,,True
728,COLONIA LEOPOLDINA,SPRF-AL,2026-01-01,,True
729,BOCAINA DO SUL,SPRF-SC,2026-01-01,,True
730,CORRENTE,SPRF-PI,2026-01-01,,True
731,JARDIM,SPRF-MS,2026-01-01,,True
732,JARAGUA,SPRF-GO,2026-01-01,,True
733,SAO JOAO DO CARIRI,SPRF-PB,2026-01-01,,True
734,MUTUIPE,SPRF-BA,2026-01-01,,True
735,COMENDADOR LEVY GASPARIAN,SPRF-RJ,2026-01-01,,True
736,PINDAMONHANGABA,SPRF-SP,2026-01-01,,True
737,CORREGO DANTA,SPRF-MG,2026-01-01,,True
738,ITAPEVA,SPRF-MG,2026-01-01,,True
739,PORTO ACRE,SPRF-AC,2026-01-01,,True
740,RIO TINTO,SPRF-PB,2026-01-01,,True
741,VITORIA DE SANTO ANTAO,SPRF-PE,2026-01-01,,True
742,IGARASSU,SPRF-PE,2026-01-01,,True
743,JUSCIMEIRA,SPRF-MT,2026-01-01,,True
744,BOM DESPACHO,SPRF-MG,2026-01-01,,True
745,ALTOS,SPRF-PI,2026-01-01,,True
746,CIANORTE,SPRF-PR,2026-01-01,,True
747,FERNANDES PINHEIRO,SPRF-PR,2026-01-01,,True
748,LAVRAS DA MANGABEIRA,SPRF-CE,2026-01-01,,True
749,JACUPIRANGA,SPRF-SP,2026-01-01,,True
750,SAO JOAQUIM DE BICAS,SPRF-MG,2026-01-01,,True
751,SANTO ANTONIO DA BARRA,SPRF-GO,2026-01-01,,True
752,NOVA XAVANTINA,SPRF-MT,2026-01-01,,True
753,SAO GABRIEL,SPRF-RS,2026-01-01,,True
754,LAGOA VERMELHA,SPRF-RS,2026-01-01,,True
755,BEZERROS,SPRF-PE,2026-01-01,,True
756,SALGUEIRO,SPRF-PE,2026-01-01,,True
757,PONTO DOS VOLANTES,SPRF-MG,2026-01-01,,True
758,JOAO PESSOA,SPRF-PB,2026-01-01,,True
759,IMBITUVA,SPRF-PR,2026-01-01,,True
760,PARAISO DAS AGUAS,SPRF-MS,2026-01-01,,True
761,CARATINGA,SPRF-MG,2026-01-01,,True
762,BURITICUPU,SPRF-MA,2026-01-01,,True
763,GUARANIACU,SPRF-PR,2026-01-01,,True
764,IMBITUBA,SPRF-SC,2026-01-01,,True
765,PONTO NOVO,SPRF-BA,2026-01-01,,True
766,SANTA RITA,SPRF-PB,2026-01-01,,True
767,VISEU,SPRF-PA,2026-01-01,,True
768,HERVAL DOESTE,SPRF-SC,2026-01-01,,True
769,BOA VISTA DO TUPIM,SPRF-BA,2026-01-01,,True
770,CHOPINZINHO,SPRF-PR,2026-01-01,,True
771,FLORES,SPRF-PE,2026-01-01,,True
772,RIACHAO DO POCO,SPRF-PB,2026-01-01,,True
773,VILA NOVA DO PIAUI,SPRF-PI,2026-01-01,,True
774,ITAOBIM,SPRF-MG,2026-01-01,,True
775,BELO ORIENTE,SPRF-MG,2026-01-01,,True
776,PIO IX,SPRF-PI,2026-01-01,,True
777,JUAZEIRO,SPRF-BA,2026-01-01,2026-06-26,False
778,JUAZEIRO,SPRF-PE,2026-01-01,,True
779,GOIATUBA,SPRF-GO,2026-01-01,,True
780,LUCAS DO RIO VERDE,SPRF-MT,2026-01-01,,True
781,PADRE CARVALHO,SPRF-MG,2026-01-01,,True
782,MILAGRES,SPRF-BA,2026-01-01,2026-06-26,False
783,JAGUAQUARA,SPRF-BA,2026-01-01,,True
784,AQUIDAUANA,SPRF-MS,2026-01-01,,True
785,RIO CRESPO,SPRF-RO,2026-01-01,,True
786,MARABA,SPRF-PA,2026-01-01,,True
787,BOM JESUS,SPRF-RS,2026-01-01,2026-06-26,False
788,PRESIDENTE CASTELO BRANCO,SPRF-PR,2026-01-01,,True
789,PEDRO CANARIO,SPRF-ES,2026-01-01,,True
790,PIRANHAS,SPRF-GO,2026-01-01,,True
791,PLANALTO,SPRF-BA,2026-01-01,2026-06-26,False
792,CAMACAN,SPRF-BA,2026-01-01,,True
793,DEODAPOLIS,SPRF-MS,2026-01-01,,True
794,CACHOEIRA PAULISTA,SPRF-SP,2026-01-01,,True
795,CAMPO LARGO,SPRF-PR,2026-01-01,,True
796,MATELANDIA,SPRF-PR,2026-01-01,,True
797,PEDRO GOMES,SPRF-MS,2026-01-01,,True
798,MARIBONDO,SPRF-AL,2026-01-01,,True
799,ACU,SPRF-RN,2026-01-01,,True
800,NIOAQUE,SPRF-MS,2026-01-01,,True
801,GUAPO,SPRF-GO,2026-01-01,,True
802,JAGUARI,SPRF-RS,2026-01-01,,True
803,LENCOIS,SPRF-BA,2026-01-01,,True
804,ABADIA DE GOIAS,SPRF-GO,2026-01-01,,True
805,APARECIDA DO TABOADO,SPRF-MS,2026-01-01,,True
806,FLOR DA SERRA DO SUL,SPRF-PR,2026-01-01,,True
807,NOVA OLINDA,SPRF-TO,2026-01-01,,True
808,ICONHA,SPRF-ES,2026-01-01,,True
809,MASCOTE,SPRF-BA,2026-01-01,,True
810,ABRE CAMPO,SPRF-MG,2026-01-01,,True
811,SAO SIMAO,SPRF-GO,2026-01-01,,True
812,FRANCISCO ALVES,SPRF-PR,2026-01-01,,True
813,NOVA ANDRADINA,SPRF-MS,2026-01-01,,True
814,GURUPI,SPRF-TO,2026-01-01,,True
815,SAO JOSE DA VITORIA,SPRF-BA,2026-01-01,,True
816,PORTEIRAO,SPRF-GO,2026-01-01,,True
817,MACAIBA,SPRF-RN,2026-01-01,,True
818,ITAPECURU MIRIM,SPRF-MA,2026-01-01,,True
819,PONTE ALTA,SPRF-SC,2026-01-01,,True
820,RANCHO QUEIMADO,SPRF-SC,2026-01-01,,True
821,CORREIA PINTO,SPRF-SC,2026-01-01,,True
822,ANTAS,SPRF-BA,2026-01-01,,True
823,RIO NEGRO,SPRF-SC,2026-01-01,,True
824,ALTAMIRA,SPRF-MT,2026-01-01,,True
825,NOVA VICOSA,SPRF-BA,2026-01-01,,True
826,VITORIA DAS MISSOES,SPRF-RS,2026-01-01,,True
827,CONSELHEIRO LAFAIETE,SPRF-MG,2026-01-01,,True
828,BRUNOPOLIS,SPRF-SC,2026-01-01,,True
829,SANTO ANTONIO DA PATRULHA,SPRF-RS,2026-01-01,,True
830,PROPRIA,SPRF-SE,2026-01-01,,True
831,CATALAO,SPRF-GO,2026-01-01,,True
832,VARJAO,SPRF-GO,2026-01-01,,True
833,GUARAREMA,SPRF-SP,2026-01-01,,True
834,CRUZEIRO,SPRF-SP,2026-01-01,,True
835,BARRACAO,SPRF-RS,2026-01-01,2026-06-26,False
836,IBIRACU,SPRF-ES,2026-01-01,,True
837,OURINHOS,SPRF-SP,2026-01-01,,True
838,GOVERNADOR EUGENIO BARROS,SPRF-MA,2026-01-01,,True
839,CASEIROS,SPRF-RS,2026-01-01,,True
840,PIRENOPOLIS,SPRF-GO,2026-01-01,,True
841,JUNCO DO SERIDO,SPRF-PB,2026-01-01,,True
842,POXOREU,SPRF-MT,2026-01-01,,True
843,PALMEIRAS,SPRF-BA,2026-01-01,,True
844,LORENA,SPRF-SP,2026-01-01,,True
845,TRACUATEUA,SPRF-PA,2026-01-01,,True
846,MORRO REUTER,SPRF-RS,2026-01-01,,True
847,RIO REAL,SPRF-SE,2026-01-01,,True
848,ALTO PARANA,SPRF-PR,2026-01-01,,True
849,DOURADOS,SPRF-MS,2026-01-01,,True
850,CHORROCHO,SPRF-PE,2026-01-01,,True
851,VACARIA,SPRF-RS,2026-01-01,,True
852,OLIVEIRA,SPRF-MG,2026-01-01,,True
853,FONTOURA XAVIER,SPRF-RS,2026-01-01,,True
854,AGUA BRANCA,SPRF-AL,2026-01-01,,True
855,JUCATI,SPRF-PE,2026-01-01,,True
856,SEBASTIAO LEAL,SPRF-PI,2026-01-01,,True
857,SANTA INES,SPRF-MA,2026-01-01,,True
858,POCONE,SPRF-MT,2026-01-01,,True
859,SANTO ANTONIO DO AMPARO,SPRF-MG,2026-01-01,,True
860,CRICIUMA,SPRF-SC,2026-01-01,,True
861,AGUA DOCE,SPRF-SC,2026-01-01,,True
862,PAULISTA,SPRF-PE,2026-01-01,2026-06-26,False
863,DELMIRO GOUVEIA,SPRF-BA,2026-01-01,,True
864,CAMBARA,SPRF-PR,2026-01-01,,True
865,ALTO ARAGUAIA,SPRF-MT,2026-01-01,,True
866,DIAMANTINO,SPRF-MT,2026-01-01,,True
867,BELO JARDIM,SPRF-PE,2026-01-01,,True
868,IPIRANGA,SPRF-PR,2026-01-01,,True
869,DOM PEDRO DE ALCANTARA,SPRF-RS,2026-01-01,,True
870,SANTA TEREZINHA DE ITAIPU,SPRF-PR,2026-01-01,,True
871,GETULINA,SPRF-SP,2026-01-01,,True
872,OLIVEIRA FORTES,SPRF-MG,2026-01-01,,True
873,INDIARA,SPRF-GO,2026-01-01,,True
874,GUARACIABA,SPRF-SC,2026-01-01,,True
875,CARIDADE,SPRF-CE,2026-01-01,,True
876,JUNCO DO MARANHAO,SPRF-MA,2026-01-01,,True
877,CARUARU,SPRF-PE,2026-01-01,,True
878,ACARI,SPRF-RN,2026-01-01,,True
879,NOVO PROGRESSO,SPRF-PA,2026-01-01,,True
880,SAO JOSE DO BELMONTE,SPRF-PE,2026-01-01,,True
881,LONTRAS,SPRF-SC,2026-01-01,,True
882,MARILANDIA DO SUL,SPRF-PR,2026-01-01,,True
883,BOCAIUVA DO SUL,SPRF-PR,2026-01-01,,True
884,SOLEDADE,SPRF-RS,2026-01-01,,True
885,POMBAL,SPRF-PB,2026-01-01,,True
886,TERRA DE AREIA,SPRF-RS,2026-01-01,,True
887,ANTONIO CARDOSO,SPRF-BA,2026-01-01,,True
888,SANTA CRUZ DE SALINAS,SPRF-MG,2026-01-01,,True
889,VARGEM,SPRF-SC,2026-01-01,2026-06-26,False
890,SAO JOAO DO SUL,SPRF-SC,2026-01-01,,True
891,JUSSARA,SPRF-GO,2026-01-01,,True
892,VASSOURAS,SPRF-RJ,2026-01-01,,True
893,AREIA BRANCA,SPRF-SE,2026-01-01,2026-06-26,False
894,ACAILANDIA,SPRF-MA,2026-01-01,,True
895,AGUAS VERMELHAS,SPRF-MG,2026-01-01,,True
896,SANTA TERESINHA,SPRF-PB,2026-01-01,,True
897,RIBAMAR FIQUENE,SPRF-MA,2026-01-01,,True
898,ITABORAI,SPRF-RJ,2026-01-01,,True
899,ITAPUA DO OESTE,SPRF-RO,2026-01-01,,True
900,MARQUINHO,SPRF-PR,2026-01-01,,True
901,CONTENDA,SPRF-PR,2026-01-01,,True
902,BRASILEIRA,SPRF-PI,2026-01-01,,True
903,PORTO FRANCO,SPRF-MA,2026-01-01,,True
904,MUQUEM DE SAO FRANCISCO,SPRF-BA,2026-01-01,,True
905,XAXIM,SPRF-SC,2026-01-01,,True
906,SAO GONCALO DO GURGUEIA,SPRF-PI,2026-01-01,,True
907,GUAIMBE,SPRF-SP,2026-01-01,,True
908,MAMBORE,SPRF-PR,2026-01-01,,True
909,MIRACEMA DO TOCANTINS,SPRF-TO,2026-01-01,,True
910,BARRA DO CORDA,SPRF-MA,2026-01-01,,True
911,BAIXO GUANDU,SPRF-ES,2026-01-01,,True
912,SAO BENTO DO TOCANTINS,SPRF-TO,2026-01-01,,True
913,ARARIPINA,SPRF-PE,2026-01-01,,True
914,GUAICARA,SPRF-SP,2026-01-01,,True
915,CORDILHEIRA ALTA,SPRF-SC,2026-01-01,,True
916,CAMBUI,SPRF-MG,2026-01-01,,True
917,JABOTICABA,SPRF-RS,2026-01-01,,True
918,GOVERNADOR DIX-SEPT ROSADO,SPRF-RN,2026-01-01,,True
919,APARECIDA DE GOIANIA,SPRF-GO,2026-01-01,,True
920,AGRONOMICA,SPRF-SC,2026-01-01,,True
