sk,id_natural,regional,dt_inicio,dt_fim,flag_atual
1369,MARIZOPOLIS,SPRF-PB,2026-01-01,,True
1370,SANTO CRISTO,SPRF-RS,2026-01-01,,True
1371,PEJUCARA,SPRF-RS,2026-01-01,,True
1372,CAJAZEIRAS,SPRF-PB,2026-01-01,,True
1373,MASSARANDUBA,SPRF-PB,2026-01-01,,True
1374,AREIA BRANCA,SPRF-RN,2026-01-01,,True
1375,ITAU,SPRF-RN,2026-01-01,,True
1376,CEDRO DE SAO JOAO,SPRF-SE,2026-01-01,,True
1377,RAFAEL FERNANDES,SPRF-RN,2026-01-01,,True
1378,ACRELANDIA,SPRF-AC,2026-01-01,,True
1379,ROSARIO,SPRF-MA,2026-01-01,,True
1380,ARAMBARE,SPRF-RS,2026-01-01,,True
1381,PAULISTANA,SPRF-PI,2026-01-01,,True
1382,SERITINGA,SPRF-MG,2026-01-01,,True
1383,MAMANGUAPE,SPRF-PB,2026-01-01,,True
1384,TANGARA,SPRF-RN,2026-01-01,,True
1385,SAO JOAO DO RIO DO PEIXE,SPRF-PB,2026-01-01,,True
1386,JAGUARAO,SPRF-RS,2026-01-01,,True
1387,CERRO LARGO,SPRF-RS,2026-01-01,,True
1388,CAXAMBU,SPRF-MG,2026-01-01,,True
1389,UAUA,SPRF-BA,2026-01-01,,True
1390,PATROCINIO DO MURIAE,SPRF-MG,2026-01-01,,True
1391,BARAO DE COTEGIPE,SPRF-RS,2026-01-01,,True
1392,CACAULANDIA,SPRF-RO,2026-01-01,,True
1393,PALMEIRA DOS INDIOS,SPRF-AL,2026-01-01,,True
1394,NAZARE DA MATA,SPRF-PE,2026-01-01,,True
1395,CONCEICAO DE MACABU,SPRF-RJ,2026-01-01,,True
1396,LAGOA SECA,SPRF-PB,2026-01-01,,True
1397,SAO JOAO,SPRF-PE,2026-01-01,,True
1398,DOIS IRMAOS,SPRF-RS,2026-01-01,,True
1399,FRANCISCO SANTOS,SPRF-PI,2026-01-01,,True
1400,SAO FERNANDO,SPRF-RN,2026-01-01,,True
1401,SAO LUIZ GONZAGA,SPRF-RS,2026-01-01,,True
1402,ALHANDRA,SPRF-PB,2026-01-01,,True
1403,FORMIGUEIRO,SPRF-RS,2026-01-01,,True
1404,PATOS,SPRF-PB,2026-01-01,,True
1405,NAQUE,SPRF-MG,2026-01-01,,True
1406,SANTA BARBARA DO SUL,SPRF-RS,2026-01-01,,True
1407,SOBRADO,SPRF-PB,2026-01-01,,True
1408,MONTE ALEGRE DO PIAUI,SPRF-PI,2026-01-01,,True
1409,RAPOSOS,SPRF-MG,2026-01-01,,True
1410,SAO PAULO,NÃO INFORMADO,2026-01-01,,True
1411,PORTO XAVIER,SPRF-RS,2026-01-01,,True
1412,PAVERAMA,SPRF-RS,2026-01-01,,True
1413,GUAJARA-MIRIM,SPRF-RO,2026-01-01,,True
1414,MUZAMBINHO,SPRF-MG,2026-01-01,,True
1415,SAO SEBASTIAO DE LAGOA DE  ROCA,SPRF-PB,2026-01-01,,True
1416,BANDEIRANTES,SPRF-PR,2026-01-01,,True
1417,PESCARIA BRAVA,SPRF-SC,2026-01-01,,True
1418,LINS,SPRF-SP,2026-01-01,,True
1419,SANTA ROSA,SPRF-RS,2026-01-01,,True
1420,PANTANO GRANDE,SPRF-RS,2026-01-01,,True
1421,VILA BELA DA SANTISSIMA TRINDADE,SPRF-MT,2026-01-01,,True
1422,MATOZINHOS,SPRF-MG,2026-01-01,,True
1423,DIAMANTE DO SUL,SPRF-PR,2026-01-01,,True
1424,SAO MIGUEL DE TAIPU,SPRF-PB,2026-01-01,,True
1425,GUAMIRANGA,SPRF-PR,2026-01-01,,True
1426,CACHOEIRINHA,SPRF-RS,2026-01-01,,True
1427,SANTA CRUZ,SPRF-RN,2026-01-01,,True
1428,JANDAIA,SPRF-GO,2026-01-01,,True
1429,SAO JOSE DO SUL,SPRF-RS,2026-01-01,,True
1430,BOA VISTA,SPRF-RR,2026-01-01,,True
1431,PIRACURUCA,SPRF-PI,2026-01-01,,True
1432,GANDU,SPRF-BA,2026-01-01,,True
1433,PRESIDENTE TANCREDO NEVES,SPRF-BA,2026-01-01,,True
1434,CAMAPUA,SPRF-MS,2026-01-01,,True
1435,FELIPE GUERRA,SPRF-RN,2026-01-01,,True
1436,ANASTACIO,SPRF-MS,2026-01-01,,True
1437,CAMARAGIBE,SPRF-PE,2026-01-01,,True
1438,JURANDA,SPRF-PR,2026-01-01,,True
1439,CANAPI,SPRF-AL,2026-01-01,,True
1440,DOM PEDRO,SPRF-MA,2026-01-01,,True
1441,TAQUARITINGA DO NORTE,SPRF-PE,2026-01-01,,True
1442,CAMBIRA,SPRF-PR,2026-01-01,,True
1443,OLIVEIRA DE FATIMA,SPRF-TO,2026-01-01,,True
1444,NEPOMUCENO,SPRF-MG,2026-01-01,,True
1445,MATARACA,SPRF-PB,2026-01-01,,True
1446,QUIXABEIRA,SPRF-BA,2026-01-01,,True
1447,SAO GONCALO DOS CAMPOS,SPRF-BA,2026-01-01,,True
1448,URUCUCA,SPRF-BA,2026-01-01,,True
1449,CRUZ ALTA,SPRF-RS,2026-01-01,,True
1450,PADRE BERNARDO,SPRF-DF,2026-01-01,,True
1451,FATIMA DO SUL,SPRF-MS,2026-01-01,,True
1452,IBIRAPUA,SPRF-BA,2026-01-01,,True
1453,CALDAS,SPRF-MG,2026-01-01,,True
1454,VITORIA,SPRF-ES,2026-01-01,,True
1455,BRAGANCA,SPRF-PA,2026-01-01,,True
1456,LARANJAL,SPRF-MG,2026-01-01,,True
1457,CARLOS BARBOSA,SPRF-RS,2026-01-01,,True
1458,PLANALTO,SPRF-PR,2026-01-01,,True
1459,TIRADENTES DO SUL,SPRF-RS,2026-01-01,,True
1460,CANTA,SPRF-RR,2026-01-01,,True
1461,MARIPA DE MINAS,SPRF-MG,2026-01-01,,True
1462,SANTA FILOMENA DO MARANHAO,SPRF-MA,2026-01-01,,True
1463,LAJE,SPRF-BA,2026-01-01,,True
1464,COXILHA,SPRF-RS,2026-01-01,,True
1465,MARANHAOZINHO,SPRF-MA,2026-01-01,,True
1466,OIAPOQUE,SPRF-AP,2026-01-01,,True
1467,CARIRA,SPRF-SE,2026-01-01,,True
1468,BOTELHOS,SPRF-MG,2026-01-01,,True
1469,RIO PRETO DA EVA,SPRF-AM,2026-01-01,,True
1470,LIBERDADE,SPRF-MG,2026-01-01,,True
1471,BRASILIA,NÃO INFORMADO,2026-01-01,,True
1472,HULHA NEGRA,SPRF-RS,2026-01-01,,True
1473,ROQUE GONZALES,SPRF-RS,2026-01-01,,True
1474,FORQUETINHA,SPRF-RS,2026-01-01,,True
1475,PIRATINI,SPRF-RS,2026-01-01,,True
1476,DILERMANDO DE AGUIAR,SPRF-RS,2026-01-01,,True
1477,URAI,SPRF-PR,2026-01-01,,True
1478,DESTERRO DE ENTRE RIOS,SPRF-MG,2026-01-01,,True
1479,ALFREDO VASCONCELOS,SPRF-MG,2026-01-01,,True
1480,RIO AZUL,SPRF-PR,2026-01-01,,True
1481,ARARI,SPRF-MA,2026-01-01,,True
1482,SANTA LUZIA DO PARUA,SPRF-MA,2026-01-01,,True
1483,PAULISTA,SPRF-PB,2026-01-01,,True
1484,SAO FRANCISCO,SPRF-SE,2026-01-01,,True
1485,NEOPOLIS,SPRF-SE,2026-01-01,,True
1486,COCAL DE TELHA,SPRF-PI,2026-01-01,,True
1487,TEOLANDIA,SPRF-BA,2026-01-01,,True
1488,MARMELEIRO,SPRF-PR,2026-01-01,,True
1489,SANTO ANGELO,SPRF-RS,2026-01-01,,True
1490,TACAIMBO,SPRF-PE,2026-01-01,,True
1491,CAMPO NOVO,SPRF-RS,2026-01-01,,True
1492,MARAU,SPRF-BA,2026-01-01,,True
1493,QUATIPURU,SPRF-PA,2026-01-01,,True
1494,JARDIM DO SERIDO,SPRF-RN,2026-01-01,,True
1495,MORMACO,SPRF-RS,2026-01-01,,True
1496,RIO DE JANEIRO,SPRF-RS,2026-01-01,,True
1497,MARAVILHA,SPRF-AL,2026-01-01,,True
1498,CAMPO NOVO DO PARECIS,SPRF-MT,2026-01-01,,True
1499,PALMITOS,SPRF-SC,2026-01-01,,True
1500,CAMPO DO TENENTE,SPRF-PR,2026-01-01,,True
1501,OLINDINA,SPRF-BA,2026-01-01,,True
1502,TRACUNHAEM,SPRF-PE,2026-01-01,,True
1503,GOVERNADOR EDISON LOBAO,SPRF-MA,2026-01-01,,True
1504,BANDEIRA DO SUL,SPRF-MG,2026-01-01,,True
1505,ICARAIMA,SPRF-PR,2026-01-01,,True
1506,ARARUNA,SPRF-PR,2026-01-01,,True
1507,MANCIO LIMA,SPRF-AC,2026-01-01,,True
1508,NOVA PRATA,SPRF-RS,2026-01-01,,True
1509,INHAPI,SPRF-AL,2026-01-01,,True
1510,SANTA LUZIA,SPRF-PB,2026-01-01,,True
1511,QUIPAPA,SPRF-PE,2026-01-01,,True
1512,BELA VISTA,SPRF-MS,2026-01-01,,True
1513,FLORESTA,SPRF-PE,2026-01-01,,True
1514,JAPIRA,SPRF-PR,2026-01-01,,True
1515,BOM JESUS,SPRF-RN,2026-01-01,,True
1516,NOVA IBIA,SPRF-BA,2026-01-01,,True
1517,FRANCISCO MACEDO,SPRF-PI,2026-01-01,,True
1518,UIRAUNA,SPRF-PB,2026-01-01,,True
1519,QUARAI,SPRF-RS,2026-01-01,,True
1520,MURITIBA,SPRF-BA,2026-01-01,,True
1521,CONSELHEIRO MAIRINCK,SPRF-PR,2026-01-01,,True
1522,MAE DO RIO,SPRF-PA,2026-01-01,,True
1523,SILVANOPOLIS,SPRF-TO,2026-01-01,,True
1524,TORRES,SPRF-RS,2026-01-01,,True
1525,GURINHATA,SPRF-MG,2026-01-01,,True
1526,MONTE NEGRO,SPRF-RO,2026-01-01,,True
1527,PEDRO ALEXANDRE,SPRF-SE,2026-01-01,,True
1528,MUCAJAI,SPRF-RR,2026-01-01,,True
1529,CATANDUVAS,SPRF-PR,2026-01-01,,True
1530,ARAGUANA,SPRF-MA,2026-01-01,,True
1531,SAO LUIS DO CURU,SPRF-CE,2026-01-01,,True
1532,MEDICILANDIA,SPRF-PA,2026-01-01,,True
1533,RIO DO FOGO,SPRF-RN,2026-01-01,,True
1534,CALCADO,SPRF-PE,2026-01-01,,True
1535,RIACHAO DO BACAMARTE,SPRF-PB,2026-01-01,,True
1536,GILBUES,SPRF-PI,2026-01-01,,True
1537,TORITAMA,SPRF-PE,2026-01-01,,True
1538,BELMONTE,SPRF-BA,2026-01-01,,True
1539,JOAQUIM NABUCO,SPRF-PE,2026-01-01,,True
1540,PROMISSAO,SPRF-SP,2026-01-01,,True
1541,ASSUNCAO,SPRF-PB,2026-01-01,,True
1542,ARROIO DOS RATOS,SPRF-RS,2026-01-01,,True
1543,VALENCA,SPRF-BA,2026-01-01,,True
1544,FLORIANOPOLIS,UNIPRF,2026-01-01,,True
1545,SANTA FILOMENA,SPRF-PI,2026-01-01,,True
1546,CLARO DOS POCOES,SPRF-MG,2026-01-01,,True
1547,REMIGIO,SPRF-PB,2026-01-01,,True
1548,GLORIA DE DOURADOS,SPRF-MS,2026-01-01,,True
1549,PARANAIGUARA,SPRF-GO,2026-01-01,,True
1550,VERISSIMO,SPRF-MG,2026-01-01,,True
1551,CAMPANARIO,SPRF-MG,2026-01-01,,True
1552,MORRO REDONDO,SPRF-RS,2026-01-01,,True
1553,BOM PRINCIPIO DO PIAUI,SPRF-PI,2026-01-01,,True
1554,BURITI DOS LOPES,SPRF-PI,2026-01-01,,True
1555,SAO PEDRO DO PIAUI,SPRF-PI,2026-01-01,,True
1556,MAXARANGUAPE,SPRF-RN,2026-01-01,,True
1557,CAREIRO,SPRF-AM,2026-01-01,,True
1558,FERNANDO PEDROZA,SPRF-RN,2026-01-01,,True
1559,VARGEM GRANDE,SPRF-MA,2026-01-01,,True
1560,IBEMA,SPRF-PR,2026-01-01,,True
1561,UBATA,SPRF-BA,2026-01-01,,True
1562,SAO JOSE DO INHACORA,SPRF-RS,2026-01-01,,True
1563,LAGOA GRANDE,SPRF-PE,2026-01-01,,True
1564,PACARAIMA,SPRF-RR,2026-01-01,,True
1565,CASSILANDIA,SPRF-MS,2026-01-01,,True
1566,MERCEDES,SPRF-PR,2026-01-01,,True
1567,PORTO MURTINHO,SPRF-MS,2026-01-01,,True
1568,QUATRO PONTES,SPRF-PR,2026-01-01,,True
1569,MACEIO,SPRF-AL,2026-01-01,,True
1570,SAO MIGUEL ARCANJO,SPRF-SP,2026-01-01,,True
1571,CEREJEIRAS,SPRF-RO,2026-01-01,,True
1572,SANTA RITA DO NOVO DESTINO,SPRF-GO,2026-01-01,,True
1573,MONTE ALEGRE DOS CAMPOS,SPRF-RS,2026-01-01,,True
1574,MATRIZ DE CAMARAGIBE,SPRF-AL,2026-01-01,,True
1575,CRUZ DO ESPIRITO SANTO,SPRF-PB,2026-01-01,,True
1576,PORTELANDIA,SPRF-GO,2026-01-01,,True
1577,RIO DAS FLORES,SPRF-RJ,2026-01-01,,True
1578,BELA VISTA DE GOIAS,SPRF-GO,2026-01-01,,True
1579,ONDA VERDE,SPRF-SP,2026-01-01,,True
1580,LAJES,SPRF-RN,2026-01-01,,True
1581,PUXINANA,SPRF-PB,2026-01-01,,True
1582,BARRA DE SANTANA,SPRF-PB,2026-01-01,,True
1583,JANIOPOLIS,SPRF-PR,2026-01-01,,True
1584,BOA VISTA DO BURICA,SPRF-RS,2026-01-01,,True
1585,VERDEJANTE,SPRF-PE,2026-01-01,,True
1586,PEROLA DOESTE,SPRF-PR,2026-01-01,,True
1587,ITUPIRANGA,SPRF-PA,2026-01-01,,True
1588,APARECIDA DO RIO DOCE,SPRF-GO,2026-01-01,,True
1589,ANDRE DA ROCHA,SPRF-RS,2026-01-01,,True
1590,SANTA LUZ,SPRF-PI,2026-01-01,,True
1591,TARAUACA,SPRF-AC,2026-01-01,,True
1592,RAFAEL GODEIRO,SPRF-RN,2026-01-01,,True
1593,POCO BRANCO,SPRF-RN,2026-01-01,,True
1594,SAO JOAO DO ARAGUAIA,SPRF-PA,2026-01-01,,True
1595,PASSO DE TORRES,SPRF-RS,2026-01-01,,True
1596,ARAGUATINS,SPRF-TO,2026-01-01,,True
1597,DEMERVAL LOBAO,SPRF-PI,2026-01-01,,True
1598,MUQUI,SPRF-ES,2026-01-01,,True
1599,CIPO,SPRF-BA,2026-01-01,,True
1600,BARRACAO,SPRF-PR,2026-01-01,,True
1601,IVOTI,SPRF-RS,2026-01-01,,True
1602,BAIA FORMOSA,SPRF-RN,2026-01-01,,True
1603,MATOES,SPRF-MA,2026-01-01,,True
1604,TIMBE DO SUL,SPRF-SC,2026-01-01,,True
1605,AGUAS BELAS,SPRF-AL,2026-01-01,,True
1606,SAO JOSE DO VALE DO RIO PRETO,SPRF-RJ,2026-01-01,,True
1607,ARES,SPRF-RN,2026-01-01,,True
1608,SANTA CRUZ CABRALIA,SPRF-BA,2026-01-01,,True
1609,DUERE,SPRF-TO,2026-01-01,,True
1610,JAPOATA,SPRF-SE,2026-01-01,,True
1611,SERRA CAIADA,SPRF-RN,2026-01-01,,True
1612,CARMO,SPRF-RJ,2026-01-01,,True
1613,BAIXIO,SPRF-CE,2026-01-01,,True
1614,LUZINOPOLIS,SPRF-TO,2026-01-01,,True
1615,SAO MAMEDE,SPRF-PB,2026-01-01,,True
1616,HUMBERTO DE CAMPOS,SPRF-MA,2026-01-01,,True
1617,SAO VICENTE,SPRF-RN,2026-01-01,,True
1618,VILA FLORES,SPRF-RS,2026-01-01,,True
1619,SAO BENTINHO,SPRF-PB,2026-01-01,,True
1620,OROCO,SPRF-PE,2026-01-01,,True
1621,OLIVEDOS,SPRF-PB,2026-01-01,,True
1622,ANAPU,SPRF-PA,2026-01-01,,True
1623,CAREIRO DA VARZEA,SPRF-AM,2026-01-01,,True
1624,FORMOSO DO ARAGUAIA,SPRF-TO,2026-01-01,,True
1625,GOIANIA,SPRF-DF,2026-01-01,,True
1626,SAO PEDRO DO BUTIA,SPRF-RS,2026-01-01,,True
1627,CONCEICAO DAS ALAGOAS,SPRF-MG,2026-01-01,,True
1628,CORONEL BARROS,SPRF-RS,2026-01-01,,True
1629,PORTO ESPERIDIAO,SPRF-MT,2026-01-01,,True
1630,ENCRUZILHADA,SPRF-BA,2026-01-01,,True
1631,MATO CASTELHANO,SPRF-RS,2026-01-01,,True
1632,PEDRO AFONSO,SPRF-TO,2026-01-01,,True
1633,ANTONIO MARTINS,SPRF-RN,2026-01-01,,True
1634,MARANGUAPE,SPRF-CE,2026-01-01,,True
1635,CAPIXABA,SPRF-AC,2026-01-01,,True
1636,GLORIA DOESTE,SPRF-MT,2026-01-01,,True
1637,CABO VERDE,SPRF-MG,2026-01-01,,True
1638,CERRO AZUL,SPRF-PR,2026-01-01,,True
1639,MOGEIRO,SPRF-PB,2026-01-01,,True
1640,IPAMERI,SPRF-GO,2026-01-01,,True
1641,ESPERANCA,SPRF-PB,2026-01-01,,True
1642,IBIMIRIM,SPRF-PE,2026-01-01,,True
1643,IPIRANGA DO PIAUI,SPRF-PI,2026-01-01,,True
1644,NOSSA SENHORA DO LIVRAMENTO,SPRF-MT,2026-01-01,,True
1645,PLACAS,SPRF-PA,2026-01-01,,True
1646,SALTO GRANDE,SPRF-SP,2026-01-01,,True
1647,CANGUARETAMA,SPRF-RN,2026-01-01,,True
1648,SAO JOSE DOS AUSENTES,SPRF-RS,2026-01-01,,True
1649,TABULEIRO DO NORTE,SPRF-CE,2026-01-01,,True
1650,ITANHANDU,SPRF-MG,2026-01-01,,True
1651,POCO DANTAS,SPRF-PB,2026-01-01,,True
1652,VITORIA DA CONQUISTA,SPRF-PE,2026-01-01,,True
1653,THEOBROMA,SPRF-RO,2026-01-01,,True
1654,MIRANDIBA,SPRF-PE,2026-01-01,,True
1655,FAROL,SPRF-PR,2026-01-01,,True
1656,ROLANDIA,SPRF-PR,2026-01-01,,True
1657,FREI PAULO,SPRF-SE,2026-01-01,,True
1658,PARAISO,SPRF-SC,2026-01-01,,True
1659,TARUMIRIM,SPRF-MG,2026-01-01,,True
1660,PARANATAMA,SPRF-PE,2026-01-01,,True
1661,CASA NOVA,SPRF-BA,2026-01-01,,True
1662,IRUPI,SPRF-ES,2026-01-01,,True
1663,JUAZEIRINHO,SPRF-PB,2026-01-01,,True
1664,IBARETAMA,SPRF-CE,2026-01-01,,True
1665,SAO PEDRO DO TURVO,SPRF-SP,2026-01-01,,True
1666,JAURU,SPRF-MT,2026-01-01,,True
1667,SAO JOSE DAS MISSOES,SPRF-RS,2026-01-01,,True
1668,SAPEACU,SPRF-BA,2026-01-01,,True
1669,SETE DE SETEMBRO,SPRF-RS,2026-01-01,,True
1670,TUPANCI DO SUL,SPRF-RS,2026-01-01,,True
1671,OCARA,SPRF-CE,2026-01-01,,True
1672,ANAURILANDIA,SPRF-MS,2026-01-01,,True
1673,AXIXA,SPRF-MA,2026-01-01,,True
1674,MARITUBA,SPRF-PA,2026-01-01,,True
1675,TRES ARROIOS,SPRF-RS,2026-01-01,,True
1676,BARRA DO QUARAI,SPRF-RS,2026-01-01,,True
1677,ITAJUIPE,SPRF-BA,2026-01-01,,True
1678,SERRA BRANCA,SPRF-PB,2026-01-01,,True
1679,MAJOR SALES,SPRF-RN,2026-01-01,,True
1680,TUNEIRAS DO OESTE,SPRF-PR,2026-01-01,,True
1681,MARCELINO RAMOS,SPRF-RS,2026-01-01,,True
1682,AGUA FRIA DE GOIAS,SPRF-DF,2026-01-01,,True
1683,ERMO,SPRF-SC,2026-01-01,,True
1684,MONCAO,SPRF-MA,2026-01-01,,True
1685,JOSE DA PENHA,SPRF-RN,2026-01-01,,True
1686,ITAQUARA,SPRF-BA,2026-01-01,,True
1687,FRUTUOSO GOMES,SPRF-RN,2026-01-01,,True
1688,COMODORO,SPRF-RO,2026-01-01,,True
1689,SILVEIRAS,SPRF-SP,2026-01-01,,True
1690,BREJAO,SPRF-PE,2026-01-01,,True
1691,LAJEADO NOVO,SPRF-MA,2026-01-01,,True
1692,BOM PROGRESSO,SPRF-RS,2026-01-01,,True
1693,FERREIRA GOMES,SPRF-AP,2026-01-01,,True
1694,LAURENTINO,SPRF-SC,2026-01-01,,True
1695,TAQUARI,SPRF-RS,2026-01-01,,True
1696,ABARE,SPRF-PE,2026-01-01,,True
1697,CASTILHO,SPRF-MS,2026-01-01,,True
1698,NOVA SOURE,SPRF-BA,2026-01-01,,True
1699,CAMPO GRANDE DO PIAUI,SPRF-PI,2026-01-01,,True
1700,FRONTEIRAS,SPRF-PI,2026-01-01,,True
1701,JIQUIRICA,SPRF-BA,2026-01-01,,True
1702,ITAPEJARA DOESTE,SPRF-PR,2026-01-01,,True
1703,BATALHA,SPRF-PI,2026-01-01,,True
1704,IPATINGA,SPRF-MG,2026-01-01,,True
1705,SAO FRANCISCO DO GUAPORE,SPRF-RO,2026-01-01,,True
1706,ESPERANTINA,SPRF-PI,2026-01-01,,True
1707,BREJETUBA,SPRF-ES,2026-01-01,,True
1708,JATEI,SPRF-MS,2026-01-01,,True
1709,JAICOS,SPRF-PI,2026-01-01,,True
1710,ARAGUAINA,NOVA REGIONAL,2026-06-26,,True
1711,SAO GONCALO DO AMARANTE,SPRF-RN,2026-06-26,,True
1712,PARNAMIRIM,SPRF-PE,2026-06-26,,True
1713,RIO VERDE,SPRF-DF,2026-06-26,,True
1714,SANTA LUZIA,SPRF-MA,2026-06-26,,True
1715,SARANDI,SPRF-PR,2026-06-26,,True
1716,GENERAL CARNEIRO,SPRF-PR,2026-06-26,,True
1717,COCALZINHO DE GOIAS,SPRF-GO,2026-06-26,,True
1718,SANTA RITA,SPRF-PB,2026-06-26,,True
1719,JUAZEIRO,SPRF-PE,2026-06-26,,True
1720,ALTAMIRA,SPRF-MT,2026-06-26,,True
1721,NOVO PROGRESSO,SPRF-PA,2026-06-26,,True
1722,SOLEDADE,SPRF-RS,2026-06-26,,True
1723,SANTA TERESINHA,SPRF-PB,2026-06-26,,True
1724,SANTA MARIA,SPRF-RN,2026-06-26,,True
1725,VARGEM,SPRF-SP,2026-06-26,,True
1726,MILAGRES,SPRF-CE,2026-06-26,,True
1727,CASCAVEL,SPRF-CE,2026-06-26,,True
1728,CACHOEIRINHA,SPRF-TO,2026-06-26,,True
1729,TRINDADE,SPRF-GO,2026-06-26,,True
1730,BOM JESUS,SPRF-PI,2026-06-26,,True
1731,CACHOEIRA DE PAJEU,SPRF-BA,2026-06-26,,True
1732,JEREMOABO,SPRF-SE,2026-06-26,,True
1733,CAPANEMA,SPRF-PR,2026-06-26,,True
1734,ALEXANIA,SPRF-GO,2026-06-26,,True
1735,AREIA BRANCA,SPRF-RN,2026-06-26,,True
1736,SAO PAULO,NÃO INFORMADO,2026-06-26,,True
1737,BANDEIRANTES,SPRF-PR,2026-06-26,,True
1738,CACHOEIRINHA,SPRF-RS,2026-06-26,,True
1739,PLANALTO,SPRF-PR,2026-06-26,,True
1740,BRASILIA,NÃO INFORMADO,2026-06-26,,True
1741,PAULISTA,SPRF-PB,2026-06-26,,True
1742,RIO DE JANEIRO,SPRF-RS,2026-06-26,,True
1743,MARAVILHA,SPRF-AL,2026-06-26,,True
1744,SANTA LUZIA,SPRF-PB,2026-06-26,,True
1745,BOM JESUS,SPRF-RN,2026-06-26,,True
1746,CATANDUVAS,SPRF-PR,2026-06-26,,True
1747,FLORIANOPOLIS,UNIPRF,2026-06-26,,True
1748,LAGOA GRANDE,SPRF-PE,2026-06-26,,True
1749,PASSO DE TORRES,SPRF-RS,2026-06-26,,True
1750,BARRACAO,SPRF-PR,2026-06-26,,True
1751,GOIANIA,SPRF-DF,2026-06-26,,True
1752,IPAMERI,SPRF-GO,2026-06-26,,True
1753,VITORIA DA CONQUISTA,SPRF-PE,2026-06-26,,True
1754,COMODORO,SPRF-RO,2026-06-26,,True
